X1,X2
-30.6713890353988,-21.2343482453729
34.4283000740756,5.04138405362144
-38.0749952002426,5.07932001486569
5.99753433752898,30.7604238127421
39.1715210833009,0.131607955697878
26.7455317669562,0.520336035615811
-11.7100351375842,-0.582354907172956
13.0297102516373,-17.7255699823564
17.8505377842961,-4.15425361505165
13.9785207788256,-30.6620580218672
-9.07319036294548,-8.00799741714628
-22.1258033954852,18.742434687402
-36.2623948334827,0.104850673642419
14.660263247585,-18.4090784942791
15.6966428218151,-32.7931170424463
-26.0244424335964,-5.05206420040021
-19.5893556870768,-20.9210042652834
30.4355767120504,-9.70477527859871
-16.7057830870286,-0.963631018472002
20.501898780521,-12.9887334190831
-2.55621529785531,-12.9275508027269
19.4548008861791,9.45651226305841
-20.5703702628801,-22.5434339374734
39.7108434123854,-0.236735973594321
-18.4898612209935,-22.9753877090769
16.2617460208278,-31.2155496729728
17.3599372507328,20.9767032852173
-22.7707853453146,15.1526831911882
-14.5402388459629,19.3112906033254
-6.86249424507681,5.49876501432815
-7.72317424158544,-13.4079525614471
1.63900706967426,20.6505390318066
-10.5568580616852,37.9044118163638
-15.9988700591715,21.4915199642263
-16.1816663961367,-10.8351510471262
-36.2489221604011,13.1282617027801
7.45274171329061,-22.1821566652713
-36.5751799216696,-5.68358503577965
-35.0036503637118,-11.6097992427106
-9.71445033614004,31.8949666712996
4.04831869088067,-17.2590312018387
-37.108285112367,3.48193418216755
1.26981106768048,36.1537648237126
-7.90618834563425,11.6079249231807
-16.5582621626167,-14.5135764533799
13.0409549723256,15.4312622608437
6.69286085288758,-19.7939765766613
-7.10934856003268,2.56024507854714
-21.4855161053335,8.87413386102873
-7.64642161419539,32.8724177198846
-6.29287895689992,2.98381194170002
20.5916528482806,-13.3942713179863
-31.5185646822664,1.79660406580712
3.54355724814781,15.851017566548
33.9269139340514,-1.13128226632198
-15.6684138899769,-13.2465560511352
-16.0372486101904,-16.1956780197969
10.9912220870444,-22.2939029488214
-21.7411491990686,19.0053850674134
-34.5288484984576,-5.117883777358
-31.6477033498361,16.955142902174
-28.2162610474595,-25.2786846826358
10.8715606029017,5.64282093660382
35.8864587171947,-12.1037626640734
23.5939802449338,20.140135370738
4.97373564812955,-21.2348248743077
-0.536286448486697,34.4119344920125
3.18052360689356,1.42879552005025
-34.2469800826233,-9.19488117490601
25.2839762399935,5.59292691479808
5.21797575784721,-28.7944988796132
-10.1769550810414,15.3918159357539
27.9519784646328,27.2425304332426
-2.27333724652858,-26.4568966386839
11.1979805082985,9.59450528371439
-15.2427898212375,35.3922345986825
-10.7165276540886,12.1352673072392
-36.7973680946158,0.560967712047126
