X1,X2,X3
0.520924387214799,-22.2720113573732,-26.4599825540168
-4.89439116228859,19.5617614185192,-16.4353123732947
33.9816058361269,-9.91894412212099,-11.5290547475916
-5.82584777338581,24.1233056699773,15.7296135097783
-11.0303783151262,18.9096695663894,-14.9588464071675
-0.857072060352391,12.1870268308233,-23.9866752809251
-20.1692472471238,-5.22338404938769,2.09670052990972
24.3518352842364,-10.0066608603552,17.7918818040346
7.92824337610808,10.7286266991423,0.363079489213598
24.2989187499276,-0.407290939690071,2.73606904918142
-0.583081682948857,-26.5054224162133,9.14840472387906
-14.0955867476565,-10.3212676887909,23.7018181111772
24.0237270035872,-10.5792859126396,-17.5952203217084
20.9041451960901,-1.40167447065641,22.1419917978028
29.042936292275,-2.04077250001097,9.08773812298538
14.5500337785682,-9.59211556183331,-17.0776987869014
-7.81366565158925,-20.921767241388,-7.03683677856298
-10.7015083431006,8.34908713090266,-27.3946376885291
-20.7409963022157,-12.8787354846886,4.32132990329995
15.3354777542705,12.6124989425992,13.3218784883431
4.72944070347931,-19.5223362069815,4.41937217489471
15.4981581298476,16.8232692833633,-21.3547378807599
-7.79481993271821,-22.9871533057567,-10.1606678680955
-11.7907680638703,18.7646545330315,-14.2245685001713
-11.1090949324077,-23.3104742608738,-6.0914854879449
27.073783380837,0.347345317179766,5.70776752613826
22.9882222820673,20.1161319254237,-9.09189324034503
-11.1034797361909,-12.3071238222571,20.7735784451427
-14.7954199376748,0.655348526044317,22.1878807978933
-29.3114267835977,-0.415304568437811,1.12259407895765
0.782862113592122,-24.0420237915328,1.65572327308043
-17.5488796670029,18.3810149517314,12.178040924667
-5.55736053087451,6.72430474747413,33.9546767923008
-17.5180727584957,-2.73430061405359,25.0038926683504
-10.8244776118492,-6.43588726857486,-6.42137048228028
36.8945333031395,-9.13859433121332,-1.38661788896843
17.370293811983,-9.65935714191987,18.5962917867247
20.7798312082334,-12.343509696088,-22.6051440927462
12.7805647753345,-15.0573145796734,-24.8021984260883
-2.19606735661283,6.82369379767617,27.401206339361
5.18914097332372,-1.13844490489812,8.23956350860404
32.5744789923822,-11.4094742995471,-13.3446446396915
-3.06546286039594,21.6219096029568,25.6327304313059
-22.6435397385826,0.0154036210969398,7.04438048213762
-8.13475914799432,-7.99853011891633,-9.18880947410852
20.6474625432558,11.6895789772734,-13.1476136599035
16.6000272008133,-6.74685624691413,15.0108821961942
-23.9769550877035,-0.495712391216095,-0.63425582582069
-22.0198225412515,-17.3129909466493,13.9099137138972
-2.33795502737453,9.4317188506011,27.9450514909121
-22.7127022037641,2.82333111525236,2.58125187204389
15.778998853658,12.7724373535575,13.4453384909087
25.066036622633,-13.2059140346131,-11.9170625130279
-14.5648916960915,17.862128492694,7.03744350748934
-9.56026050619599,19.2642148166703,-21.2117315649039
-9.09698959188982,-5.92972732628973,-9.3495821164531
-8.92192817773633,-9.70927134946795,-10.5569522178156
23.0682000119547,-6.73424805562147,16.901167150461
-13.992612134492,-9.60766827791607,23.9423885665043
